inertia_k-means++; n_iter_k-means++; inertia_caseiro; n_iter_caseiro;inertia_k-means; n_iter_k-means
1830.331399291763; 17; 1847.991602876105; 11; 1835.6450848801192; 15
1832.9355133488991; 15; 1829.6385236667702; 53; 1842.3398456901982; 20
1823.5740206473388; 16; 1832.9862780387216; 16; 1828.2997202965546; 26
