inertia_k-means++; n_iter_k-means++; inertia_caseiro; n_iter_caseiro;inertia_k-means; n_iter_k-means
1829.4384444692516; 22; 1827.4061962257956; 17; 1829.7545414483852; 26
1828.6346133550624; 18; 1831.3760766389935; 16; 1827.7803093468872; 21
1817.9629957300306; 20; 1829.9625326885025; 14; 1834.7665860810212; 22
1822.6650101359485; 17; 1835.195220624055; 38; 1834.3880657121838; 17
1821.6351081521489; 23; 1834.405785217369; 15; 1843.6977380274323; 16
