inertia_k-means++; inertia_caseiro; inertia_k-means
1829.247192295314; 1849.6314311857511; 1831.1659175848934
1830.036242068243; 1833.932539290097; 1831.393723327774
1827.5602018265588; 1831.3834358066813; 1836.1432026515893
1831.4296460132841; 1831.1478724570115; 1833.0505005387822
1820.2806501482467; 1828.3500040642061; 1830.964433383329
1828.197598741532; 1825.901980670181; 1830.3104157870964
1827.2541769621669; 1833.3960966337627; 1834.4690754576006
