inertia_k-means++; inertia_caseiro; inertia_k-means
1827.6427388505476; 1835.7290156915235; 1839.7109694912788
1828.5171238206601; 1832.1859037208444; 1833.284671212212
1849.9571385380311; 1839.5784498378882; 1837.3342963137034
1829.8532598271693; 1831.6255950366995; 1847.4821509756068
