inertia_k-means++; inertia_caseiro; inertia_k-means
1826.5957827578472; 1844.0271301638331; 1829.9096587308247
1832.957685456679; 1826.4814624996948; 1835.5791163011168
1836.424984941906; 1824.662160535273; 1837.438227075523
1832.1346291141012; 1831.2951262353274; 1835.2173984766089
1845.435227888212; 1821.8888981938076; 1827.9504243920724
1822.6112958949668; 1828.9537196157983; 1832.5481338915836
